id,sensor_type,value,timestamp
557,total dissolved solids,0.3,2024-12-22 04:14:46
558,temperature,79.92,2024-12-22 04:14:48
559,turbidity,3018.7,2024-12-22 04:14:48
560,total dissolved solids,0.3,2024-12-22 04:14:48
561,turbidity,3013.92,2024-12-22 04:14:50
562,total dissolved solids,0.3,2024-12-22 04:14:50
563,temperature,79.81,2024-12-22 04:14:51
564,turbidity,3013.47,2024-12-22 04:14:52
565,total dissolved solids,0.3,2024-12-22 04:14:53
566,temperature,79.59,2024-12-22 04:14:54
567,turbidity,3015.63,2024-12-22 04:14:54
568,total dissolved solids,0.33,2024-12-22 04:14:55
569,turbidity,3022.45,2024-12-22 04:14:56
570,temperature,79.47,2024-12-22 04:14:57
571,total dissolved solids,0.3,2024-12-22 04:14:57
572,turbidity,3013.58,2024-12-22 04:14:59
573,total dissolved solids,0.3,2024-12-22 04:14:59
574,temperature,79.36,2024-12-22 04:14:59
575,turbidity,3014.38,2024-12-22 04:15:01
576,total dissolved solids,0.3,2024-12-22 04:15:01
577,temperature,79.25,2024-12-22 04:15:02
578,turbidity,3014.72,2024-12-22 04:15:03
579,total dissolved solids,0.3,2024-12-22 04:15:03
580,turbidity,3007.89,2024-12-22 04:15:05
581,temperature,79.03,2024-12-22 04:15:05
582,total dissolved solids,0.33,2024-12-22 04:15:05
583,turbidity,3015.4,2024-12-22 04:15:07
584,total dissolved solids,0.3,2024-12-22 04:15:07
585,temperature,79.03,2024-12-22 04:15:08
586,turbidity,3006.87,2024-12-22 04:15:09
587,total dissolved solids,0.3,2024-12-22 04:15:10
588,temperature,78.8,2024-12-22 04:15:11
589,turbidity,3011.42,2024-12-22 04:15:11
590,total dissolved solids,0.3,2024-12-22 04:15:12
591,turbidity,3013.01,2024-12-22 04:15:13
592,total dissolved solids,0.33,2024-12-22 04:15:14
593,temperature,78.8,2024-12-22 04:15:14
594,turbidity,3013.47,2024-12-22 04:15:16
595,total dissolved solids,0.3,2024-12-22 04:15:16
596,temperature,78.69,2024-12-22 04:15:17
597,turbidity,3012.78,2024-12-22 04:15:18
598,total dissolved solids,0.3,2024-12-22 04:15:18
599,turbidity,3015.17,2024-12-22 04:15:20
600,temperature,78.58,2024-12-22 04:15:20
601,total dissolved solids,0.33,2024-12-22 04:15:21
602,turbidity,3011.42,2024-12-22 04:15:22
603,total dissolved solids,0.3,2024-12-22 04:15:23
604,temperature,78.46,2024-12-22 04:15:23
605,turbidity,3006.3,2024-12-22 04:15:24
606,total dissolved solids,0.3,2024-12-22 04:15:25
607,turbidity,3009.48,2024-12-22 04:15:26
608,temperature,78.35,2024-12-22 04:15:26
609,total dissolved solids,0.3,2024-12-22 04:15:27
610,turbidity,3007.55,2024-12-22 04:15:28
611,temperature,78.24,2024-12-22 04:15:29
612,total dissolved solids,0.3,2024-12-22 04:15:29
613,turbidity,3012.33,2024-12-22 04:15:30
614,total dissolved solids,0.3,2024-12-22 04:15:32
615,temperature,78.12,2024-12-22 04:15:32
616,turbidity,3010.51,2024-12-22 04:15:32
617,total dissolved solids,0.3,2024-12-22 04:15:34
618,turbidity,3008.91,2024-12-22 04:15:35
619,temperature,78.01,2024-12-22 04:15:35
620,total dissolved solids,0.3,2024-12-22 04:15:36
621,turbidity,3011.53,2024-12-22 04:15:37
622,total dissolved solids,0.3,2024-12-22 04:15:38
623,temperature,77.9,2024-12-22 04:15:38
624,turbidity,3011.76,2024-12-22 04:15:39
625,total dissolved solids,0.3,2024-12-22 04:15:40
626,turbidity,3014.72,2024-12-22 04:15:41
627,temperature,77.9,2024-12-22 04:15:41
628,total dissolved solids,0.3,2024-12-22 04:15:42
629,turbidity,3013.81,2024-12-22 04:15:43
630,temperature,77.79,2024-12-22 04:15:44
631,total dissolved solids,0.3,2024-12-22 04:15:44
632,turbidity,3001.29,2024-12-22 04:15:45
633,total dissolved solids,0.33,2024-12-22 04:15:46
634,temperature,77.67,2024-12-22 04:15:47
635,turbidity,3009.82,2024-12-22 04:15:47
636,total dissolved solids,0.3,2024-12-22 04:15:48
637,turbidity,3011.64,2024-12-22 04:15:49
638,temperature,77.67,2024-12-22 04:15:50
639,total dissolved solids,0.3,2024-12-22 04:15:51
640,turbidity,3010.85,2024-12-22 04:15:52
641,total dissolved solids,0.3,2024-12-22 04:15:53
642,temperature,77.56,2024-12-22 04:15:53
643,turbidity,3010.28,2024-12-22 04:15:54
644,total dissolved solids,0.3,2024-12-22 04:15:55
645,turbidity,3009.48,2024-12-22 04:15:56
646,temperature,77.45,2024-12-22 04:15:56
647,total dissolved solids,0.3,2024-12-22 04:15:57
648,turbidity,3007.21,2024-12-22 04:15:58
649,total dissolved solids,0.3,2024-12-22 04:15:59
650,temperature,77.34,2024-12-22 04:15:59
651,turbidity,3015.28,2024-12-22 04:16:00
652,total dissolved solids,0.3,2024-12-22 04:16:01
653,temperature,77.34,2024-12-22 04:16:02
654,turbidity,3008.8,2024-12-22 04:16:02
655,total dissolved solids,0.33,2024-12-22 04:16:03
656,turbidity,3008.91,2024-12-22 04:16:04
657,temperature,77.22,2024-12-22 04:16:05
658,total dissolved solids,0.3,2024-12-22 04:16:05
659,turbidity,3012.67,2024-12-22 04:16:06
660,total dissolved solids,0.3,2024-12-22 04:16:08
661,temperature,77.22,2024-12-22 04:16:08
662,turbidity,3010.96,2024-12-22 04:16:08
663,total dissolved solids,0.3,2024-12-22 04:16:10
664,turbidity,3008.12,2024-12-22 04:16:11
665,temperature,77.11,2024-12-22 04:16:11
666,total dissolved solids,0.3,2024-12-22 04:16:12
667,turbidity,3010.51,2024-12-22 04:16:13
668,temperature,77.0,2024-12-22 04:16:14
669,total dissolved solids,0.3,2024-12-22 04:16:14
670,turbidity,3015.4,2024-12-22 04:16:15
671,total dissolved solids,0.3,2024-12-22 04:16:16
672,temperature,77.0,2024-12-22 04:16:17
673,turbidity,3008.01,2024-12-22 04:16:17
674,total dissolved solids,0.3,2024-12-22 04:16:18
675,turbidity,3010.73,2024-12-22 04:16:19
676,temperature,78.12,2024-12-22 04:16:20
677,total dissolved solids,0.3,2024-12-22 04:16:21
678,turbidity,3006.87,2024-12-22 04:16:21
679,total dissolved solids,0.3,2024-12-22 04:16:23
680,temperature,80.71,2024-12-22 04:16:23
681,turbidity,3012.44,2024-12-22 04:16:23
682,total dissolved solids,0.33,2024-12-22 04:16:25
683,turbidity,3011.64,2024-12-22 04:16:25
684,temperature,82.51,2024-12-22 04:16:26
685,total dissolved solids,0.3,2024-12-22 04:16:27
686,turbidity,3011.87,2024-12-22 04:16:28
687,temperature,83.86,2024-12-22 04:16:29
688,total dissolved solids,0.3,2024-12-22 04:16:29
689,turbidity,3013.92,2024-12-22 04:16:30
690,total dissolved solids,0.3,2024-12-22 04:16:31
691,temperature,84.76,2024-12-22 04:16:32
692,turbidity,3009.37,2024-12-22 04:16:32
693,total dissolved solids,0.33,2024-12-22 04:16:33
694,turbidity,3011.87,2024-12-22 04:16:34
695,temperature,85.55,2024-12-22 04:16:35
696,total dissolved solids,0.33,2024-12-22 04:16:35
697,turbidity,3012.78,2024-12-22 04:16:36
698,temperature,86.11,2024-12-22 04:16:37
699,total dissolved solids,0.3,2024-12-22 04:16:38
700,turbidity,3009.26,2024-12-22 04:16:38
701,total dissolved solids,0.33,2024-12-22 04:16:40
702,turbidity,3011.3,2024-12-22 04:16:40
703,temperature,86.67,2024-12-22 04:16:40
704,total dissolved solids,0.3,2024-12-22 04:16:42
705,turbidity,3011.08,2024-12-22 04:16:42
706,temperature,87.01,2024-12-22 04:16:43
707,total dissolved solids,0.33,2024-12-22 04:16:44
708,turbidity,3011.87,2024-12-22 04:16:45
709,total dissolved solids,0.3,2024-12-22 04:16:46
710,temperature,87.35,2024-12-22 04:16:46
711,turbidity,3015.28,2024-12-22 04:16:47
712,total dissolved solids,0.3,2024-12-22 04:16:48
713,turbidity,3010.28,2024-12-22 04:16:49
714,temperature,87.69,2024-12-22 04:16:49
715,total dissolved solids,0.3,2024-12-22 04:16:50
716,turbidity,3004.82,2024-12-22 04:16:51
717,temperature,87.91,2024-12-22 04:16:52
718,total dissolved solids,0.3,2024-12-22 04:16:52
719,turbidity,3008.8,2024-12-22 04:16:53
720,total dissolved solids,0.3,2024-12-22 04:16:55
721,temperature,88.03,2024-12-22 04:16:55
722,turbidity,3015.85,2024-12-22 04:16:55
723,total dissolved solids,0.3,2024-12-22 04:16:57
724,turbidity,3012.67,2024-12-22 04:16:57
725,temperature,88.25,2024-12-22 04:16:58
726,total dissolved solids,0.3,2024-12-22 04:16:59
727,turbidity,3015.28,2024-12-22 04:16:59
728,temperature,88.36,2024-12-22 04:17:01
729,total dissolved solids,0.3,2024-12-22 04:17:01
730,turbidity,3009.26,2024-12-22 04:17:01
731,total dissolved solids,0.3,2024-12-22 04:17:04
732,turbidity,3013.12,2024-12-22 04:17:04
733,temperature,88.03,2024-12-22 04:17:04
734,total dissolved solids,0.3,2024-12-22 04:17:06
735,turbidity,3008.91,2024-12-22 04:17:06
736,temperature,87.69,2024-12-22 04:17:07
737,total dissolved solids,0.3,2024-12-22 04:17:08
738,turbidity,3012.56,2024-12-22 04:17:08
739,temperature,87.12,2024-12-22 04:17:10
740,total dissolved solids,0.3,2024-12-22 04:17:11
741,turbidity,3011.42,2024-12-22 04:17:11
742,temperature,86.79,2024-12-22 04:17:13
743,total dissolved solids,0.3,2024-12-22 04:17:13
744,turbidity,3008.57,2024-12-22 04:17:13
745,total dissolved solids,718.21,2024-12-22 04:17:16
746,turbidity,3006.41,2024-12-22 04:17:16
747,temperature,86.34,2024-12-22 04:17:16
748,total dissolved solids,0.3,2024-12-22 04:17:18
749,turbidity,3011.76,2024-12-22 04:17:18
750,temperature,86.0,2024-12-22 04:17:18
751,turbidity,3006.53,2024-12-22 04:17:21
752,total dissolved solids,718.23,2024-12-22 04:17:21
753,temperature,85.66,2024-12-22 04:17:21
754,turbidity,3015.17,2024-12-22 04:17:23
755,total dissolved solids,720.3,2024-12-22 04:17:23
756,temperature,85.33,2024-12-22 04:17:24
757,total dissolved solids,719.48,2024-12-22 04:17:25
758,turbidity,3011.76,2024-12-22 04:17:25
759,total dissolved solids,719.95,2024-12-22 04:17:27
760,turbidity,3013.69,2024-12-22 04:17:27
761,temperature,84.99,2024-12-22 04:17:27
762,total dissolved solids,720.43,2024-12-22 04:17:29
763,turbidity,3015.74,2024-12-22 04:17:29
764,temperature,84.65,2024-12-22 04:17:30
765,total dissolved solids,719.4,2024-12-22 04:17:31
766,turbidity,3011.42,2024-12-22 04:17:31
767,temperature,84.54,2024-12-22 04:17:33
768,total dissolved solids,719.92,2024-12-22 04:17:33
769,turbidity,3013.58,2024-12-22 04:17:33
770,total dissolved solids,718.86,2024-12-22 04:17:35
771,turbidity,3009.14,2024-12-22 04:17:35
772,temperature,84.2,2024-12-22 04:17:36
773,turbidity,3013.12,2024-12-22 04:17:38
774,total dissolved solids,0.3,2024-12-22 04:17:38
775,temperature,83.97,2024-12-22 04:17:39
776,turbidity,3005.96,2024-12-22 04:17:40
777,total dissolved solids,0.3,2024-12-22 04:17:40
778,temperature,83.64,2024-12-22 04:17:42
779,turbidity,3010.17,2024-12-22 04:17:42
780,total dissolved solids,0.3,2024-12-22 04:17:42
781,turbidity,2991.85,2024-12-22 04:17:44
782,total dissolved solids,0.3,2024-12-22 04:17:44
783,temperature,83.41,2024-12-22 04:17:45
784,turbidity,3011.87,2024-12-22 04:17:46
785,total dissolved solids,0.3,2024-12-22 04:17:46
786,temperature,83.19,2024-12-22 04:17:48
787,turbidity,3014.15,2024-12-22 04:17:48
788,total dissolved solids,0.33,2024-12-22 04:17:48
789,turbidity,3006.41,2024-12-22 04:17:50
790,total dissolved solids,0.3,2024-12-22 04:17:51
791,temperature,82.96,2024-12-22 04:17:51
792,turbidity,3013.47,2024-12-22 04:17:52
793,total dissolved solids,0.33,2024-12-22 04:17:53
794,temperature,82.74,2024-12-22 04:17:53
795,turbidity,3010.51,2024-12-22 04:17:55
796,total dissolved solids,0.3,2024-12-22 04:17:55
797,temperature,82.51,2024-12-22 04:17:56
798,turbidity,3008.69,2024-12-22 04:17:57
799,total dissolved solids,0.3,2024-12-22 04:17:57
800,turbidity,3013.81,2024-12-22 04:17:59
801,total dissolved solids,0.3,2024-12-22 04:17:59
802,temperature,82.4,2024-12-22 04:17:59
803,turbidity,3016.42,2024-12-22 04:18:01
804,total dissolved solids,0.3,2024-12-22 04:18:01
805,temperature,82.17,2024-12-22 04:18:02
806,turbidity,3011.3,2024-12-22 04:18:03
807,total dissolved solids,0.3,2024-12-22 04:18:03
808,temperature,81.95,2024-12-22 04:18:05
809,turbidity,3006.53,2024-12-22 04:18:05
810,total dissolved solids,0.3,2024-12-22 04:18:05
811,turbidity,2996.52,2024-12-22 04:18:07
812,total dissolved solids,0.3,2024-12-22 04:18:08
813,temperature,81.72,2024-12-22 04:18:08
814,turbidity,3015.06,2024-12-22 04:18:09
815,total dissolved solids,0.33,2024-12-22 04:18:10
816,temperature,81.5,2024-12-22 04:18:11
817,turbidity,3010.96,2024-12-22 04:18:11
818,total dissolved solids,0.3,2024-12-22 04:18:12
819,turbidity,3012.44,2024-12-22 04:18:14
820,temperature,81.39,2024-12-22 04:18:14
821,total dissolved solids,0.3,2024-12-22 04:18:14
822,turbidity,3008.8,2024-12-22 04:18:16
823,total dissolved solids,0.3,2024-12-22 04:18:16
824,temperature,81.28,2024-12-22 04:18:17
825,turbidity,3009.26,2024-12-22 04:18:18
826,total dissolved solids,0.3,2024-12-22 04:18:18
827,temperature,81.05,2024-12-22 04:18:20
828,turbidity,3012.67,2024-12-22 04:18:20
829,total dissolved solids,0.3,2024-12-22 04:18:21
830,turbidity,3012.1,2024-12-22 04:18:22
831,total dissolved solids,0.3,2024-12-22 04:18:23
832,temperature,80.94,2024-12-22 04:18:23
833,turbidity,3009.26,2024-12-22 04:18:24
834,total dissolved solids,0.3,2024-12-22 04:18:25
835,temperature,80.71,2024-12-22 04:18:26
836,turbidity,3012.1,2024-12-22 04:18:26
837,total dissolved solids,0.3,2024-12-22 04:18:27
838,turbidity,3013.35,2024-12-22 04:18:28
839,temperature,80.6,2024-12-22 04:18:29
840,total dissolved solids,0.3,2024-12-22 04:18:29
841,turbidity,3010.28,2024-12-22 04:18:31
842,total dissolved solids,0.3,2024-12-22 04:18:31
843,temperature,80.38,2024-12-22 04:18:32
844,turbidity,2994.58,2024-12-22 04:18:33
845,total dissolved solids,0.3,2024-12-22 04:18:33
846,temperature,80.26,2024-12-22 04:18:35
847,turbidity,3018.24,2024-12-22 04:18:35
848,total dissolved solids,0.3,2024-12-22 04:18:35
849,turbidity,3011.87,2024-12-22 04:18:37
850,temperature,80.15,2024-12-22 04:18:37
851,total dissolved solids,0.3,2024-12-22 04:18:38
852,turbidity,3010.05,2024-12-22 04:18:39
853,total dissolved solids,0.33,2024-12-22 04:18:40
854,temperature,80.04,2024-12-22 04:18:40
855,turbidity,3013.24,2024-12-22 04:18:41
856,total dissolved solids,0.3,2024-12-22 04:18:42
857,turbidity,3016.42,2024-12-22 04:18:43
858,temperature,79.92,2024-12-22 04:18:43
859,total dissolved solids,0.3,2024-12-22 04:18:44
860,turbidity,3005.73,2024-12-22 04:18:46
861,total dissolved solids,0.3,2024-12-22 04:18:46
862,temperature,79.81,2024-12-22 04:18:47
863,turbidity,3009.26,2024-12-22 04:18:48
864,total dissolved solids,0.3,2024-12-22 04:18:48
865,temperature,79.59,2024-12-22 04:18:50
866,turbidity,3007.44,2024-12-22 04:18:50
867,total dissolved solids,0.33,2024-12-22 04:18:50
868,turbidity,3008.57,2024-12-22 04:18:52
869,total dissolved solids,0.3,2024-12-22 04:18:53
870,temperature,79.47,2024-12-22 04:18:53
871,turbidity,3012.21,2024-12-22 04:18:54
872,total dissolved solids,0.3,2024-12-22 04:18:55
873,temperature,79.36,2024-12-22 04:18:55
874,turbidity,3010.05,2024-12-22 04:18:56
875,total dissolved solids,0.3,2024-12-22 04:18:57
876,temperature,79.25,2024-12-22 04:18:58
877,turbidity,3017.56,2024-12-22 04:18:59
878,total dissolved solids,0.33,2024-12-22 04:18:59
879,turbidity,3010.28,2024-12-22 04:19:01
880,total dissolved solids,0.3,2024-12-22 04:19:01
881,temperature,79.14,2024-12-22 04:19:01
882,turbidity,3009.94,2024-12-22 04:19:03
883,total dissolved solids,0.33,2024-12-22 04:19:03
884,temperature,79.03,2024-12-22 04:19:04
885,turbidity,3009.82,2024-12-22 04:19:05
886,total dissolved solids,0.3,2024-12-22 04:19:05
887,turbidity,3013.12,2024-12-22 04:19:07
888,temperature,78.91,2024-12-22 04:19:07
889,total dissolved solids,0.3,2024-12-22 04:19:07
890,turbidity,3013.35,2024-12-22 04:19:09
891,total dissolved solids,0.33,2024-12-22 04:19:10
892,temperature,78.8,2024-12-22 04:19:10
893,turbidity,3014.72,2024-12-22 04:19:11
894,total dissolved solids,0.3,2024-12-22 04:19:12
895,temperature,78.69,2024-12-22 04:19:13
896,turbidity,3015.17,2024-12-22 04:19:13
897,total dissolved solids,0.3,2024-12-22 04:19:14
898,turbidity,3010.51,2024-12-22 04:19:15
899,temperature,78.58,2024-12-22 04:19:16
900,total dissolved solids,0.3,2024-12-22 04:19:16
901,turbidity,3012.44,2024-12-22 04:19:18
902,total dissolved solids,0.3,2024-12-22 04:19:18
903,temperature,78.46,2024-12-22 04:19:19
904,turbidity,3019.95,2024-12-22 04:19:20
905,total dissolved solids,0.3,2024-12-22 04:19:20
906,temperature,78.35,2024-12-22 04:19:22
907,turbidity,3008.57,2024-12-22 04:19:22
908,total dissolved solids,0.3,2024-12-22 04:19:22
909,turbidity,3008.69,2024-12-22 04:19:24
910,total dissolved solids,0.33,2024-12-22 04:19:24
911,temperature,78.24,2024-12-22 04:19:25
912,turbidity,3005.28,2024-12-22 04:19:26
913,total dissolved solids,0.3,2024-12-22 04:19:27
914,temperature,78.12,2024-12-22 04:19:28
915,turbidity,3009.71,2024-12-22 04:19:28
916,total dissolved solids,0.3,2024-12-22 04:19:29
917,turbidity,3006.19,2024-12-22 04:19:30
918,temperature,78.12,2024-12-22 04:19:30
919,total dissolved solids,0.3,2024-12-22 04:19:31
920,turbidity,3008.12,2024-12-22 04:19:32
921,total dissolved solids,0.33,2024-12-22 04:19:33
922,temperature,78.01,2024-12-22 04:19:33
923,turbidity,3008.46,2024-12-22 04:19:35
924,total dissolved solids,0.3,2024-12-22 04:19:35
925,temperature,77.9,2024-12-22 04:19:36
926,turbidity,3015.17,2024-12-22 04:19:37
927,total dissolved solids,0.3,2024-12-22 04:19:37
928,turbidity,3010.17,2024-12-22 04:19:39
929,temperature,77.79,2024-12-22 04:19:39
930,total dissolved solids,0.3,2024-12-22 04:19:40
931,turbidity,3006.3,2024-12-22 04:19:41
932,total dissolved solids,0.3,2024-12-22 04:19:42
933,temperature,77.79,2024-12-22 04:19:42
934,turbidity,3008.01,2024-12-22 04:19:43
935,total dissolved solids,0.3,2024-12-22 04:19:44
936,temperature,77.67,2024-12-22 04:19:45
937,turbidity,3003.0,2024-12-22 04:19:45
938,total dissolved solids,0.3,2024-12-22 04:19:46
939,turbidity,3015.97,2024-12-22 04:19:47
940,temperature,77.56,2024-12-22 04:19:48
941,total dissolved solids,0.3,2024-12-22 04:19:48
942,turbidity,3009.94,2024-12-22 04:19:49
943,total dissolved solids,0.3,2024-12-22 04:19:50
944,temperature,77.45,2024-12-22 04:19:51
945,turbidity,3001.98,2024-12-22 04:19:52
946,total dissolved solids,0.3,2024-12-22 04:19:52
947,turbidity,3008.8,2024-12-22 04:19:54
948,temperature,77.34,2024-12-22 04:19:54
949,total dissolved solids,0.3,2024-12-22 04:19:54
950,turbidity,3016.99,2024-12-22 04:19:56
951,total dissolved solids,0.3,2024-12-22 04:19:57
952,temperature,77.34,2024-12-22 04:19:57
953,turbidity,3014.6,2024-12-22 04:19:58
954,total dissolved solids,0.3,2024-12-22 04:19:59
955,temperature,77.34,2024-12-22 04:20:00
956,turbidity,3014.83,2024-12-22 04:20:00
957,total dissolved solids,0.3,2024-12-22 04:20:01
958,turbidity,3015.06,2024-12-22 04:20:02
959,temperature,77.11,2024-12-22 04:20:03
960,total dissolved solids,0.3,2024-12-22 04:20:03
961,turbidity,3005.96,2024-12-22 04:20:04
962,total dissolved solids,0.3,2024-12-22 04:20:05
963,temperature,77.11,2024-12-22 04:20:06
964,turbidity,3014.6,2024-12-22 04:20:06
965,total dissolved solids,0.3,2024-12-22 04:20:07
966,turbidity,3018.58,2024-12-22 04:20:09
967,temperature,77.0,2024-12-22 04:20:09
968,total dissolved solids,0.3,2024-12-22 04:20:09
969,turbidity,3015.4,2024-12-22 04:20:11
970,total dissolved solids,0.33,2024-12-22 04:20:11
971,temperature,76.89,2024-12-22 04:20:12
972,turbidity,3009.14,2024-12-22 04:20:13
973,total dissolved solids,0.3,2024-12-22 04:20:14
974,temperature,76.89,2024-12-22 04:20:14
975,turbidity,3012.56,2024-12-22 04:20:15
976,total dissolved solids,0.3,2024-12-22 04:20:16
977,turbidity,3007.78,2024-12-22 04:20:17
978,temperature,76.78,2024-12-22 04:20:17
979,total dissolved solids,0.3,2024-12-22 04:20:18
980,turbidity,3011.64,2024-12-22 04:20:19
981,total dissolved solids,0.3,2024-12-22 04:20:20
982,temperature,76.78,2024-12-22 04:20:20
983,turbidity,3013.47,2024-12-22 04:20:21
984,total dissolved solids,0.3,2024-12-22 04:20:22
985,temperature,76.66,2024-12-22 04:20:23
986,turbidity,3015.97,2024-12-22 04:20:23
987,total dissolved solids,0.3,2024-12-22 04:20:25
988,turbidity,3014.72,2024-12-22 04:20:25
989,temperature,76.66,2024-12-22 04:20:26
990,total dissolved solids,0.3,2024-12-22 04:20:27
991,turbidity,3009.37,2024-12-22 04:20:28
992,total dissolved solids,0.33,2024-12-22 04:20:29
993,temperature,76.55,2024-12-22 04:20:29
994,turbidity,3014.72,2024-12-22 04:20:30
995,total dissolved solids,0.33,2024-12-22 04:20:31
996,turbidity,3014.26,2024-12-22 04:20:32
997,temperature,76.44,2024-12-22 04:20:32
